Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,,,,
From Date,To Date,PM2.5,PM10,NO2,SO2,CO,Ozone,Location,,,,
02-03-2023 00:00,03-03-2023 00:00,127.47,236.05,34.8,1.75,1.2,29.47,Sector-51  Gurugram - HSPCB ,,,,
03-03-2023 00:00,04-03-2023 00:00,94.08,174.23,31.76,1.87,0.82,28.7,Sector-51  Gurugram - HSPCB ,,,,
04-03-2023 00:00,05-03-2023 00:00,73.64,136.39,30.77,2.76,0.57,28.99,Sector-51  Gurugram - HSPCB ,,,,
05-03-2023 00:00,06-03-2023 00:00,65.97,122.15,29.04,2.4,0.59,29.2,Sector-51  Gurugram - HSPCB ,,,,
06-03-2023 00:00,07-03-2023 00:00,75.72,140.23,30.91,2.72,0.58,29.41,Sector-51  Gurugram - HSPCB ,,,,
07-03-2023 00:00,08-03-2023 00:00,117.01,216.7,32.99,2.77,0.96,28.49,Sector-51  Gurugram - HSPCB ,,,,
08-03-2023 00:00,09-03-2023 00:00,109.57,202.93,31.74,2.97,1.25,28.79,Sector-51  Gurugram - HSPCB ,,,,
09-03-2023 00:00,10-03-2023 00:00,78.52,145.41,29.71,2.37,0.56,29.5,Sector-51  Gurugram - HSPCB ,,,,
10-03-2023 00:00,11-03-2023 00:00,96.24,178.93,32.03,2.86,0.87,29.23,Sector-51  Gurugram - HSPCB ,,,,
11-03-2023 00:00,12-03-2023 00:00,136.18,252.15,33.34,3.1,1.04,29.4,Sector-51  Gurugram - HSPCB ,,,,
12-03-2023 00:00,13-03-2023 00:00,136.03,251.91,35.01,2.77,1.17,29.25,Sector-51  Gurugram - HSPCB ,,,,
13-03-2023 00:00,14-03-2023 00:00,139.69,258.68,36.4,3.12,1.1,28.8,Sector-51  Gurugram - HSPCB ,,,,
14-03-2023 00:00,15-03-2023 00:00,127.69,236.22,30.19,3.69,0.89,29.34,Sector-51  Gurugram - HSPCB ,,,,
15-03-2023 00:00,16-03-2023 00:00,143.64,265.19,26.28,3.08,1.13,28.86,Sector-51  Gurugram - HSPCB ,,,,
16-03-2023 00:00,17-03-2023 00:00,99.79,184.79,28.94,2.39,0.79,28.81,Sector-51  Gurugram - HSPCB ,,,,
17-03-2023 00:00,18-03-2023 00:00,94.57,175.13,29.69,1.51,0.65,29.82,Sector-51  Gurugram - HSPCB ,,,,
18-03-2023 00:00,19-03-2023 00:00,85.84,158.98,28.15,2.5,0.73,29.15,Sector-51  Gurugram - HSPCB ,,,,
19-03-2023 00:00,20-03-2023 00:00,61.48,113.86,27.75,1.86,0.7,28.99,Sector-51  Gurugram - HSPCB ,,,,
20-03-2023 00:00,21-03-2023 00:00,57.85,107.12,27.71,1.82,0.61,29.54,Sector-51  Gurugram - HSPCB ,,,,
21-03-2023 00:00,22-03-2023 00:00,37.66,69.75,26.53,1.76,0.47,28.72,Sector-51  Gurugram - HSPCB ,,,,
22-03-2023 00:00,23-03-2023 00:00,90.14,167.36,29.68,1.77,0.76,28.11,Sector-51  Gurugram - HSPCB ,,,,
23-03-2023 00:00,24-03-2023 00:00,88.43,162.56,29.74,2.33,0.54,29.11,Sector-51  Gurugram - HSPCB ,,,,
24-03-2023 00:00,25-03-2023 00:00,97.3,180.2,29.01,1.9,0.84,24.01,Sector-51  Gurugram - HSPCB ,,,,
25-03-2023 00:00,26-03-2023 00:00,52.06,96.44,27.01,1.78,0.49,29.2,Sector-51  Gurugram - HSPCB ,,,,
26-03-2023 00:00,27-03-2023 00:00,99.25,183.78,28,2.32,0.84,27.8,Sector-51  Gurugram - HSPCB ,,,,
27-03-2023 00:00,28-03-2023 00:00,72.62,134.48,29.09,1.62,0.48,28.91,Sector-51  Gurugram - HSPCB ,,,,
28-03-2023 00:00,29-03-2023 00:00,83.8,152.99,28.24,1.82,0.55,29.79,Sector-51  Gurugram - HSPCB ,,,,
29-03-2023 00:00,30-03-2023 00:00,107.65,199.35,33.35,1.82,0.82,28.48,Sector-51  Gurugram - HSPCB ,,,,
30-03-2023 00:00,31-03-2023 00:00,79.97,146.16,29.84,2.72,0.54,27.43,Sector-51  Gurugram - HSPCB ,,,,
31-03-2023 00:00,01-04-2023 00:00,27.4,50.55,27.06,1.15,0.36,30.5,Sector-51  Gurugram - HSPCB ,,,,
01-04-2023 00:00,02-04-2023 00:00,38.36,71.04,29.09,0.84,0.48,32.34,Sector-51  Gurugram - HSPCB ,,,,
02-04-2023 00:00,03-04-2023 00:00,80.53,149.2,30.78,1.02,0.67,33.35,Sector-51  Gurugram - HSPCB ,,,,
03-04-2023 00:00,04-04-2023 00:00,108.82,201.53,32.78,1.66,0.97,32.01,Sector-51  Gurugram - HSPCB ,,,,
04-04-2023 00:00,05-04-2023 00:00,71.58,132.55,27.54,2.35,0.58,31.37,Sector-51  Gurugram - HSPCB ,,,,
05-04-2023 00:00,06-04-2023 00:00,113.96,211.03,27.73,2.83,0.75,32.94,Sector-51  Gurugram - HSPCB ,,,,
06-04-2023 00:00,07-04-2023 00:00,78.94,146.12,28.02,2.74,0.65,32,Sector-51  Gurugram - HSPCB ,,,,
07-04-2023 00:00,08-04-2023 00:00,97.29,180.21,29.82,2.85,0.72,31.8,Sector-51  Gurugram - HSPCB ,,,,
08-04-2023 00:00,09-04-2023 00:00,125.49,232.31,30.3,3.38,1.01,32.37,Sector-51  Gurugram - HSPCB ,,,,
09-04-2023 00:00,10-04-2023 00:00,171.37,317.34,31.12,3.37,1.18,29.74,Sector-51  Gurugram - HSPCB ,,,,
10-04-2023 00:00,11-04-2023 00:00,160.1,296.41,35.08,3.98,1.18,31.4,Sector-51  Gurugram - HSPCB ,,,,
11-04-2023 00:00,12-04-2023 00:00,162.09,300.13,34.74,4.06,1.4,32.41,Sector-51  Gurugram - HSPCB ,,,,
12-04-2023 00:00,13-04-2023 00:00,114.24,211.54,32.02,5.14,0.91,32.7,Sector-51  Gurugram - HSPCB ,,,,
13-04-2023 00:00,14-04-2023 00:00,154.58,286.27,34.15,5.09,1.14,32.11,Sector-51  Gurugram - HSPCB ,,,,
14-04-2023 00:00,15-04-2023 00:00,205.31,380.16,36.45,5.71,1.45,25.41,Sector-51  Gurugram - HSPCB ,,,,
15-04-2023 00:00,16-04-2023 00:00,184.28,341.15,40.36,6,1.06,38.52,Sector-51  Gurugram - HSPCB ,,,,
16-04-2023 00:00,17-04-2023 00:00,140.87,260.82,35.6,5.46,0.95,32.1,Sector-51  Gurugram - HSPCB ,,,,
17-04-2023 00:00,18-04-2023 00:00,171.46,294.24,38,5.9,1.27,32.35,Sector-51  Gurugram - HSPCB ,,,,
18-04-2023 00:00,19-04-2023 00:00,139.98,259.25,33.43,5.54,1.05,32.1,Sector-51  Gurugram - HSPCB ,,,,
19-04-2023 00:00,20-04-2023 00:00,171.47,276.74,33.61,5.17,0.64,32.14,Sector-51  Gurugram - HSPCB ,,,,
20-04-2023 00:00,21-04-2023 00:00,98.22,181.9,32.05,3.23,0.42,31.71,Sector-51  Gurugram - HSPCB ,,,,
21-04-2023 00:00,22-04-2023 00:00,83.19,147.83,30.01,2.44,0.41,32.55,Sector-51  Gurugram - HSPCB ,,,,
22-04-2023 00:00,23-04-2023 00:00,79.31,125.88,22.22,2.44,0.43,34.48,Sector-51  Gurugram - HSPCB ,,,,
23-04-2023 00:00,24-04-2023 00:00,74.64,118.48,24.34,2.55,0.65,32.16,Sector-51  Gurugram - HSPCB ,,,,
24-04-2023 00:00,25-04-2023 00:00,96.48,153.12,27.88,2.78,0.78,32.37,Sector-51  Gurugram - HSPCB ,,,,
25-04-2023 00:00,26-04-2023 00:00,121.91,193.48,28.1,3,0.83,31.07,Sector-51  Gurugram - HSPCB ,,,,
26-04-2023 00:00,27-04-2023 00:00,145.19,230.47,31.69,2.87,0.96,32.18,Sector-51  Gurugram - HSPCB ,,,,
27-04-2023 00:00,28-04-2023 00:00,139.54,221.42,28.24,2.78,0.67,32.92,Sector-51  Gurugram - HSPCB ,,,,
28-04-2023 00:00,29-04-2023 00:00,84.7,132.56,30.03,2.71,0.52,31.88,Sector-51  Gurugram - HSPCB ,,,,
29-04-2023 00:00,30-04-2023 00:00,127.86,202.97,28.76,2.85,0.59,29.45,Sector-51  Gurugram - HSPCB ,,,,
30-04-2023 00:00,01-05-2023 00:00,78.15,124.03,29.93,2.56,0.51,32.08,Sector-51  Gurugram - HSPCB ,,,,
01-05-2023 00:00,02-05-2023 00:00,51.38,81.56,28.9,2.96,0.43,32.1,Sector-51  Gurugram - HSPCB ,,,,
02-05-2023 00:00,03-05-2023 00:00,48.56,76.81,30.11,1.83,0.44,32.65,Sector-51  Gurugram - HSPCB ,,,,
03-05-2023 00:00,04-05-2023 00:00,52.28,82.57,27.06,1.99,0.53,32,Sector-51  Gurugram - HSPCB ,,,,
04-05-2023 00:00,05-05-2023 00:00,66.65,105.79,25.34,2.35,0.53,33.83,Sector-51  Gurugram - HSPCB ,,,,
05-05-2023 00:00,06-05-2023 00:00,114.46,181.68,22.17,2.87,0.75,35.7,Sector-51  Gurugram - HSPCB ,,,,
06-05-2023 00:00,07-05-2023 00:00,136.46,216.64,21.46,3.08,0.98,35.31,Sector-51  Gurugram - HSPCB ,,,,
07-05-2023 00:00,08-05-2023 00:00,95.78,151.8,19.98,2.52,0.61,25.99,Sector-51  Gurugram - HSPCB ,,,,
08-05-2023 00:00,09-05-2023 00:00,88.82,140.99,17.94,2.71,0.38,35.93,Sector-51  Gurugram - HSPCB ,,,,
09-05-2023 00:00,10-05-2023 00:00,117.34,186.26,24.86,2.72,0.53,35.13,Sector-51  Gurugram - HSPCB ,,,,
10-05-2023 00:00,11-05-2023 00:00,119.03,189.01,25.47,3.21,0.64,35.48,Sector-51  Gurugram - HSPCB ,,,,
11-05-2023 00:00,12-05-2023 00:00,178.55,283.4,30.33,3.2,1.09,35.49,Sector-51  Gurugram - HSPCB ,,,,
12-05-2023 00:00,13-05-2023 00:00,145.42,230.78,30.56,3.08,0.92,35.43,Sector-51  Gurugram - HSPCB ,,,,
13-05-2023 00:00,14-05-2023 00:00,133.17,211.36,26.68,2.54,0.73,35.58,Sector-51  Gurugram - HSPCB ,,,,
14-05-2023 00:00,15-05-2023 00:00,160.51,254.75,27.45,2.9,0.84,35.37,Sector-51  Gurugram - HSPCB ,,,,
15-05-2023 00:00,16-05-2023 00:00,104.84,166.43,22.69,2.75,0.31,35.44,Sector-51  Gurugram - HSPCB ,,,,
16-05-2023 00:00,17-05-2023 00:00,231.4,296.06,22.96,2.76,0.31,35.74,Sector-51  Gurugram - HSPCB ,,,,
17-05-2023 00:00,18-05-2023 00:00,174.03,276.44,26.54,2.79,0.56,35.76,Sector-51  Gurugram - HSPCB ,,,,
18-05-2023 00:00,19-05-2023 00:00,65.66,104.23,21.59,2.81,0.3,34.62,Sector-51  Gurugram - HSPCB ,,,,
19-05-2023 00:00,20-05-2023 00:00,91.14,144.67,22.75,2.44,0.46,35.35,Sector-51  Gurugram - HSPCB ,,,,
20-05-2023 00:00,21-05-2023 00:00,114.48,181.73,23.53,2.59,0.55,20.54,Sector-51  Gurugram - HSPCB ,,,,
21-05-2023 00:00,22-05-2023 00:00,295.82,469.56,44.54,2.44,1.59,36.88,Sector-51  Gurugram - HSPCB ,,,,
22-05-2023 00:00,23-05-2023 00:00,131.86,209.63,23.36,2.83,0.47,35.11,Sector-51  Gurugram - HSPCB ,,,,
23-05-2023 00:00,24-05-2023 00:00,149.24,236.88,22.99,2.99,0.21,46.41,Sector-51  Gurugram - HSPCB ,,,,
24-05-2023 00:00,25-05-2023 00:00,88.22,139.85,20.28,1,0.28,37.12,Sector-51  Gurugram - HSPCB ,,,,
25-05-2023 00:00,26-05-2023 00:00,71.24,112.75,19.48,1.39,0.3,35.54,Sector-51  Gurugram - HSPCB ,,,,
26-05-2023 00:00,27-05-2023 00:00,47.45,74.28,20.92,1.78,0.34,35.7,Sector-51  Gurugram - HSPCB ,,,,
27-05-2023 00:00,28-05-2023 00:00,46.81,74.3,20.76,1.68,0.39,34.64,Sector-51  Gurugram - HSPCB ,,,,
28-05-2023 00:00,29-05-2023 00:00,79.88,126.78,19.52,1.34,0.48,46.79,Sector-51  Gurugram - HSPCB ,,,,
29-05-2023 00:00,30-05-2023 00:00,61.68,97.91,23.82,1.74,0.65,34.98,Sector-51  Gurugram - HSPCB ,,,,
30-05-2023 00:00,31-05-2023 00:00,67.84,107.66,19.44,1.66,0.62,36.04,Sector-51  Gurugram - HSPCB ,,,,
31-05-2023 00:00,01-06-2023 00:00,44.05,69.91,16.65,1.57,0.38,36.04,Sector-51  Gurugram - HSPCB ,,,,
01-06-2023 00:00,02-06-2023 00:00,58.97,93.6,19.04,1.52,0.48,35.74,Sector-51  Gurugram - HSPCB ,,,,
02-06-2023 00:00,03-06-2023 00:00,69.81,110.81,18.75,1.48,0.38,35.06,Sector-51  Gurugram - HSPCB ,,,,
03-06-2023 00:00,04-06-2023 00:00,95.52,152.2,18.38,1.44,0.48,35.78,Sector-51  Gurugram - HSPCB ,,,,
04-06-2023 00:00,05-06-2023 00:00,114.28,181.39,23.49,1.54,0.98,35.76,Sector-51  Gurugram - HSPCB ,,,,
05-06-2023 00:00,06-06-2023 00:00,98.51,156.34,17.14,1.34,0.54,34.6,Sector-51  Gurugram - HSPCB ,,,,
06-06-2023 00:00,07-06-2023 00:00,154.04,211.29,17.62,1.67,0.53,35.48,Sector-51  Gurugram - HSPCB ,,,,
07-06-2023 00:00,08-06-2023 00:00,203.58,321.41,17.12,1.57,0.34,35.33,Sector-51  Gurugram - HSPCB ,,,,
08-06-2023 00:00,09-06-2023 00:00,110.09,174.73,19.14,1.49,0.59,35.69,Sector-51  Gurugram - HSPCB ,,,,
09-06-2023 00:00,10-06-2023 00:00,90.05,142.94,15.75,1.29,0.36,35.3,Sector-51  Gurugram - HSPCB ,,,,
10-06-2023 00:00,11-06-2023 00:00,106.48,172.92,11.93,1.45,0.28,45.8,Sector-51  Gurugram - HSPCB ,,,,
11-06-2023 00:00,12-06-2023 00:00,82.77,131.36,18.22,1.58,0.59,35.46,Sector-51  Gurugram - HSPCB ,,,,
12-06-2023 00:00,13-06-2023 00:00,129.23,205.39,16.45,1.6,0.68,34.06,Sector-51  Gurugram - HSPCB ,,,,
13-06-2023 00:00,14-06-2023 00:00,142.69,226.91,13.72,1.93,0.29,36.03,Sector-51  Gurugram - HSPCB ,,,,
14-06-2023 00:00,15-06-2023 00:00,113.72,180.51,12.75,2.26,0.27,35.79,Sector-51  Gurugram - HSPCB ,,,,
15-06-2023 00:00,16-06-2023 00:00,97.92,155.25,12.42,2.62,0.32,36.39,Sector-51  Gurugram - HSPCB ,,,,
16-06-2023 00:00,17-06-2023 00:00,77.01,122.3,11.97,2.72,0.49,35.71,Sector-51  Gurugram - HSPCB ,,,,
17-06-2023 00:00,18-06-2023 00:00,78.35,124.35,11.83,2.32,0.56,35.81,Sector-51  Gurugram - HSPCB ,,,,
18-06-2023 00:00,19-06-2023 00:00,55.21,87.62,9.32,2.91,0.27,34.91,Sector-51  Gurugram - HSPCB ,,,,
19-06-2023 00:00,20-06-2023 00:00,39.75,63.09,10.86,2.41,0.35,35.57,Sector-51  Gurugram - HSPCB ,,,,
20-06-2023 00:00,21-06-2023 00:00,58.75,93.24,11.35,2.38,0.49,35.57,Sector-51  Gurugram - HSPCB ,,,,
21-06-2023 00:00,22-06-2023 00:00,61.15,97.07,11.97,2.75,0.36,35.72,Sector-51  Gurugram - HSPCB ,,,,
22-06-2023 00:00,23-06-2023 00:00,79.46,126.4,10.25,2.84,0.31,35.27,Sector-51  Gurugram - HSPCB ,,,,
23-06-2023 00:00,24-06-2023 00:00,101.79,161.59,10.78,2.43,0.4,35.16,Sector-51  Gurugram - HSPCB ,,,,
24-06-2023 00:00,25-06-2023 00:00,115.64,183.2,10.5,2.49,0.46,35.69,Sector-51  Gurugram - HSPCB ,,,,
25-06-2023 00:00,26-06-2023 00:00,36.04,56.92,11.03,3.08,0.43,43.09,Sector-51  Gurugram - HSPCB ,,,,
26-06-2023 00:00,27-06-2023 00:00,90.64,143.86,13.82,1.42,0.54,36.02,Sector-51  Gurugram - HSPCB ,,,,
27-06-2023 00:00,28-06-2023 00:00,123.89,196.65,9.33,0.72,0.6,35.89,Sector-51  Gurugram - HSPCB ,,,,
28-06-2023 00:00,29-06-2023 00:00,102.75,163.08,8.5,0.39,0.49,35.83,Sector-51  Gurugram - HSPCB ,,,,
29-06-2023 00:00,30-06-2023 00:00,100.17,158.99,7.77,1.19,0.89,33.55,Sector-51  Gurugram - HSPCB ,,,,
30-06-2023 00:00,01-07-2023 00:00,54.41,86.36,8.36,1.31,0.38,33.78,Sector-51  Gurugram - HSPCB ,,,,
01-07-2023 00:00,02-07-2023 00:00,40.77,64.71,7.61,2.13,0.44,34.97,Sector-51  Gurugram - HSPCB ,,,,
02-07-2023 00:00,03-07-2023 00:00,57.8,91.75,8.05,2.1,0.48,35.54,Sector-51  Gurugram - HSPCB ,,,,
03-07-2023 00:00,04-07-2023 00:00,97.67,155.02,10.09,2.36,0.56,35.73,Sector-51  Gurugram - HSPCB ,,,,
04-07-2023 00:00,05-07-2023 00:00,82.9,131.59,8.94,3.86,0.46,35.83,Sector-51  Gurugram - HSPCB ,,,,
05-07-2023 00:00,06-07-2023 00:00,76.16,120.87,7.4,2.2,0.51,34.54,Sector-51  Gurugram - HSPCB ,,,,
06-07-2023 00:00,07-07-2023 00:00,53.44,84.84,8.69,2.4,0.39,35.1,Sector-51  Gurugram - HSPCB ,,,,
07-07-2023 00:00,08-07-2023 00:00,41.88,66.4,13.67,2.19,0.4,35.71,Sector-51  Gurugram - HSPCB ,,,,
08-07-2023 00:00,09-07-2023 00:00,28.22,44.8,9,2.47,0.27,30.81,Sector-51  Gurugram - HSPCB ,,,,
09-07-2023 00:00,10-07-2023 00:00,18.02,27.61,8.8,2.81,0.36,41.94,Sector-51  Gurugram - HSPCB ,,,,
10-07-2023 00:00,11-07-2023 00:00,43.41,69.03,8.17,2.44,0.36,36.66,Sector-51  Gurugram - HSPCB ,,,,
11-07-2023 00:00,12-07-2023 00:00,69.36,110.09,7.79,2.24,0.43,35.61,Sector-51  Gurugram - HSPCB ,,,,
12-07-2023 00:00,13-07-2023 00:00,86.45,137.18,7.63,2.46,0.5,35.3,Sector-51  Gurugram - HSPCB ,,,,
13-07-2023 00:00,14-07-2023 00:00,57.63,91.49,7.6,2.36,0.4,35.85,Sector-51  Gurugram - HSPCB ,,,,
14-07-2023 00:00,15-07-2023 00:00,44.08,69.97,7.74,1.56,0.37,35.59,Sector-51  Gurugram - HSPCB ,,,,
15-07-2023 00:00,16-07-2023 00:00,52.34,83.08,7.37,2.36,0.42,35.8,Sector-51  Gurugram - HSPCB ,,,,
16-07-2023 00:00,17-07-2023 00:00,24.96,39.61,7.81,2.6,0.37,35.13,Sector-51  Gurugram - HSPCB ,,,,
17-07-2023 00:00,18-07-2023 00:00,62.01,98.43,8.37,2.08,0.46,35.66,Sector-51  Gurugram - HSPCB ,,,,
18-07-2023 00:00,19-07-2023 00:00,62.5,99.19,6.6,2.08,0.43,35.31,Sector-51  Gurugram - HSPCB ,,,,
19-07-2023 00:00,20-07-2023 00:00,55.69,88.4,6.6,3.32,0.33,35.31,Sector-51  Gurugram - HSPCB ,,,,
20-07-2023 00:00,21-07-2023 00:00,72.38,114.86,9.17,2.49,0.42,34.2,Sector-51  Gurugram - HSPCB ,,,,
21-07-2023 00:00,22-07-2023 00:00,95.25,151.3,8.01,2,0.44,39.12,Sector-51  Gurugram - HSPCB ,,,,
22-07-2023 00:00,23-07-2023 00:00,66.32,105.25,6.56,2.04,0.37,35.38,Sector-51  Gurugram - HSPCB ,,,,
23-07-2023 00:00,24-07-2023 00:00,44.88,71.23,5.88,2.18,0.31,35.8,Sector-51  Gurugram - HSPCB ,,,,
24-07-2023 00:00,25-07-2023 00:00,57.19,90.74,6.87,2.4,0.32,35.09,Sector-51  Gurugram - HSPCB ,,,,
25-07-2023 00:00,26-07-2023 00:00,65.86,104.47,6.91,2.64,0.36,33.51,Sector-51  Gurugram - HSPCB ,,,,
26-07-2023 00:00,27-07-2023 00:00,33.16,52.62,8.7,2.45,0.4,51.21,Sector-51  Gurugram - HSPCB ,,,,
27-07-2023 00:00,28-07-2023 00:00,64.99,103.15,8.01,2.52,0.51,35.35,Sector-51  Gurugram - HSPCB ,,,,
28-07-2023 00:00,29-07-2023 00:00,34.68,55.04,9.14,2.43,0.46,35.7,Sector-51  Gurugram - HSPCB ,,,,
29-07-2023 00:00,30-07-2023 00:00,13.32,21.15,5.83,2.89,0.34,36.88,Sector-51  Gurugram - HSPCB ,,,,
30-07-2023 00:00,31-07-2023 00:00,25.82,40.97,6.09,2.81,0.3,35.88,Sector-51  Gurugram - HSPCB ,,,,
31-07-2023 00:00,01-08-2023 00:00,42.18,66.95,6.81,2.36,0.33,35.45,Sector-51  Gurugram - HSPCB ,,,,
01-08-2023 00:00,02-08-2023 00:00,35.85,56.9,6.13,2.18,0.22,35.34,Sector-51  Gurugram - HSPCB ,,,,
02-08-2023 00:00,03-08-2023 00:00,42.4,67.39,7.04,2.62,0.24,34.82,Sector-51  Gurugram - HSPCB ,,,,
03-08-2023 00:00,04-08-2023 00:00,41.82,66.38,6.97,2.21,0.27,35.61,Sector-51  Gurugram - HSPCB ,,,,
04-08-2023 00:00,05-08-2023 00:00,64.81,103.21,7.4,2.01,0.34,34.69,Sector-51  Gurugram - HSPCB ,,,,
05-08-2023 00:00,06-08-2023 00:00,75.57,120,7.45,2.77,0.39,36.18,Sector-51  Gurugram - HSPCB ,,,,
06-08-2023 00:00,07-08-2023 00:00,54.35,86.28,6.72,2.37,0.3,35.83,Sector-51  Gurugram - HSPCB ,,,,
07-08-2023 00:00,08-08-2023 00:00,59.62,94.67,6.7,1.96,0.19,40.61,Sector-51  Gurugram - HSPCB ,,,,
08-08-2023 00:00,09-08-2023 00:00,45.76,72.64,6.07,2.43,0.23,35.53,Sector-51  Gurugram - HSPCB ,,,,
09-08-2023 00:00,10-08-2023 00:00,46.24,73.31,6.99,2.65,0.25,35.57,Sector-51  Gurugram - HSPCB ,,,,
10-08-2023 00:00,11-08-2023 00:00,66.07,104.77,6.52,2.57,0.24,35.62,Sector-51  Gurugram - HSPCB ,,,,
11-08-2023 00:00,12-08-2023 00:00,41.3,65.53,5.43,2.37,0.32,35,Sector-51  Gurugram - HSPCB ,,,,
12-08-2023 00:00,13-08-2023 00:00,40.11,63.65,5.7,2.05,0.24,35.63,Sector-51  Gurugram - HSPCB ,,,,
13-08-2023 00:00,14-08-2023 00:00,46.56,73.9,5.5,2.18,0.21,36.49,Sector-51  Gurugram - HSPCB ,,,,
14-08-2023 00:00,15-08-2023 00:00,52.06,82.71,5.92,2.15,0.32,35.2,Sector-51  Gurugram - HSPCB ,,,,
15-08-2023 00:00,16-08-2023 00:00,48.15,76.42,5.92,2.3,0.34,34.99,Sector-51  Gurugram - HSPCB ,,,,
16-08-2023 00:00,17-08-2023 00:00,44.93,71.32,6.63,2.31,0.34,35.71,Sector-51  Gurugram - HSPCB ,,,,
17-08-2023 00:00,18-08-2023 00:00,74.45,117.41,9.02,2.41,0.3,35.61,Sector-51  Gurugram - HSPCB ,,,,
18-08-2023 00:00,19-08-2023 00:00,119.26,189.39,8.72,3.19,0.34,35.82,Sector-51  Gurugram - HSPCB ,,,,
19-08-2023 00:00,20-08-2023 00:00,90.19,143.15,3.78,2.62,0.46,34.49,Sector-51  Gurugram - HSPCB ,,,,
20-08-2023 00:00,21-08-2023 00:00,83.69,132.83,None,2.62,0.48,34.72,Sector-51  Gurugram - HSPCB ,,,,
21-08-2023 00:00,22-08-2023 00:00,97.14,154.23,4.64,2.63,0.44,35.62,Sector-51  Gurugram - HSPCB ,,,,
22-08-2023 00:00,23-08-2023 00:00,96.2,152.71,13.09,2.53,0.39,34.73,Sector-51  Gurugram - HSPCB ,,,,
23-08-2023 00:00,24-08-2023 00:00,80.2,127.3,14.76,3,0.32,37.17,Sector-51  Gurugram - HSPCB ,,,,
24-08-2023 00:00,25-08-2023 00:00,88.86,141.06,14.87,2.79,0.43,35,Sector-51  Gurugram - HSPCB ,,,,
25-08-2023 00:00,26-08-2023 00:00,102.15,162.16,28.15,2.06,0.45,33.9,Sector-51  Gurugram - HSPCB ,,,,
26-08-2023 00:00,27-08-2023 00:00,143.56,227.88,15.24,2.51,0.25,50.4,Sector-51  Gurugram - HSPCB ,,,,
27-08-2023 00:00,28-08-2023 00:00,165.5,262.68,14.96,2.36,0.24,35.03,Sector-51  Gurugram - HSPCB ,,,,
28-08-2023 00:00,29-08-2023 00:00,130.55,207.22,15.37,2.13,0.33,35.93,Sector-51  Gurugram - HSPCB ,,,,
29-08-2023 00:00,30-08-2023 00:00,129.99,206.33,21,3.25,0.25,46.7,Sector-51  Gurugram - HSPCB ,,,,
30-08-2023 00:00,31-08-2023 00:00,129.29,205.22,14.52,2.4,0.35,36.3,Sector-51  Gurugram - HSPCB ,,,,
31-08-2023 00:00,01-09-2023 00:00,129.66,205.77,15.28,2.41,0.37,34.85,Sector-51  Gurugram - HSPCB ,,,,
01-09-2023 00:00,02-09-2023 00:00,127.37,202.17,15.44,2.2,0.35,35.43,Sector-51  Gurugram - HSPCB ,,,,
02-09-2023 00:00,03-09-2023 00:00,128.08,203.31,15.31,3.57,0.32,36.13,Sector-51  Gurugram - HSPCB ,,,,
03-09-2023 00:00,04-09-2023 00:00,121.66,193.4,14.73,2.24,0.32,35.81,Sector-51  Gurugram - HSPCB ,,,,
04-09-2023 00:00,05-09-2023 00:00,115.35,183.09,15,2.53,0.33,35.23,Sector-51  Gurugram - HSPCB ,,,,
05-09-2023 00:00,06-09-2023 00:00,104.74,166.26,15.97,2.55,0.47,35.92,Sector-51  Gurugram - HSPCB ,,,,
06-09-2023 00:00,07-09-2023 00:00,93.83,148.96,15.25,2.1,0.42,35.28,Sector-51  Gurugram - HSPCB ,,,,
07-09-2023 00:00,08-09-2023 00:00,88.09,139.82,15.71,2.76,0.43,35.77,Sector-51  Gurugram - HSPCB ,,,,
08-09-2023 00:00,09-09-2023 00:00,90.28,143.3,15.48,2.34,0.42,34.23,Sector-51  Gurugram - HSPCB ,,,,
09-09-2023 00:00,10-09-2023 00:00,53.66,85.18,15.04,2.15,0.34,36.33,Sector-51  Gurugram - HSPCB ,,,,
10-09-2023 00:00,11-09-2023 00:00,49.32,78.28,14.99,1.99,0.38,34.72,Sector-51  Gurugram - HSPCB ,,,,
11-09-2023 00:00,12-09-2023 00:00,68.78,94.29,11.17,2.6,0.31,35.74,Sector-51  Gurugram - HSPCB ,,,,
12-09-2023 00:00,13-09-2023 00:00,84.33,133.85,5.16,2.17,0.48,35.14,Sector-51  Gurugram - HSPCB ,,,,
13-09-2023 00:00,14-09-2023 00:00,88.17,139.93,3.57,2.16,0.49,34.59,Sector-51  Gurugram - HSPCB ,,,,
14-09-2023 00:00,15-09-2023 00:00,104.54,165.89,5.95,1.95,0.6,35.47,Sector-51  Gurugram - HSPCB ,,,,
15-09-2023 00:00,16-09-2023 00:00,85.79,136.2,4.82,2.41,0.48,35.25,Sector-51  Gurugram - HSPCB ,,,,
16-09-2023 00:00,17-09-2023 00:00,82,130.16,2.02,0.88,0.5,35.91,Sector-51  Gurugram - HSPCB ,,,,
17-09-2023 00:00,18-09-2023 00:00,68.67,109.03,4.96,1.95,0.34,33.68,Sector-51  Gurugram - HSPCB ,,,,
18-09-2023 00:00,19-09-2023 00:00,58.99,93.64,5.77,1.82,0.26,35.42,Sector-51  Gurugram - HSPCB ,,,,
19-09-2023 00:00,20-09-2023 00:00,74.25,118.05,4.81,1.47,0.32,35.46,Sector-51  Gurugram - HSPCB ,,,,
